date,WILLREITIND,S5UTIL,S5CONS,S5COND,Gold_Price
2010-11-19,4698.58,157.28,297.82,283.8475,1342.5
2010-11-22,4707.62,157.66,297.57,285.4218,1356.5
2010-11-23,4665.73,155.95,294.34,286.3553,1377.5
2010-11-24,4770.39,156.6,296.42,282.2659,1372.5
2010-11-26,4752.14,155.73,294.63,287.9725,1355
2010-11-29,4755.4,155.15,293.71,286.6472,1357
2010-11-30,4724.88,155.08,292.38,284.8859,1383.5
2010-12-01,4767.85,156.78,297.15,284.1824,1385.5
2010-12-02,4836.4,157.28,297.29,290.0012,1389
2010-12-03,4839.42,157.73,297.36,293.8583,1403.5
2010-12-06,4844.33,156.98,296.56,294.4585,1415.25
2010-12-07,4859.19,156.19,297.81,294.4393,1420
2010-12-08,4781.1,155.47,298.69,294.3133,1385.5
2010-12-09,4733.89,156,299.73,294.1625,1391.25
2010-12-10,4780.9,156.62,300.08,294.1031,1375.25
2010-12-13,4785.45,157.34,300.22,295.0675,1399
2010-12-14,4727.15,157.79,301.37,293.4691,1394.5
2010-12-15,4677.45,156.4,301.67,293.4399,1388.75
2010-12-16,4690.8,157.77,304.28,292.295,1363
2010-12-17,4730.56,158.31,304.98,294.5439,1368.5
2010-12-20,4795.16,158.89,304.55,294.8646,1380
2010-12-21,4848.12,158.81,303.45,296.6472,1383
2010-12-22,4877.92,159.62,304.64,298.2067,1387
2010-12-23,4855.54,159.74,304.56,298.461,1373.5
2010-12-27,4917.78,159.68,303.27,297.2853,1373.5
2010-12-28,4934.63,160.06,303.75,296.4193,1373.5
2010-12-29,4954.04,159.65,303.72,295.7495,1412.5
2010-12-30,4963.8,159.35,303.46,296.4734,1405.5
2010-12-31,4948.72,159.34,303.58,296.2443,1405.5
2011-01-03,5045.75,160.16,304.12,295.537,1405.5
2011-01-04,4944.18,160.94,303,299.1772,1388.5
2011-01-05,4973.39,159.95,303.19,297.4143,1368
2011-01-06,4922.35,159.96,302.08,299.7656,1368.5
2011-01-07,4920.4,160.55,300.61,297.7225,1367
2011-01-10,4919.4,159.67,300.66,297.6142,1368.25
2011-01-11,4910.22,159.89,300.45,297.6135,1374
2011-01-12,4940.27,160.7,302.78,297.4611,1378.75
2011-01-13,4950.58,160.63,303.7,298.1913,1381.5
2011-01-14,4989.11,161.33,303.57,297.6722,1367
2011-01-18,5028.87,161.72,303.65,299.5502,1369.5
2011-01-19,4957.45,161.53,302.67,300.326,1372
2011-01-20,4961.75,162.54,303.93,297.3611,1345.5
2011-01-21,4976.17,162.44,304.03,298.0148,1343.5
2011-01-24,4998.43,163.3,305.22,298.3322,1343
2011-01-25,5055.47,163.08,305.8,299.9768,1324
2011-01-26,5066.72,162.48,304.98,299.9898,1328
2011-01-27,5146.47,163.05,302.23,300.3618,1334.5
2011-01-28,5048.84,160.88,299.04,302.6719,1319
2011-01-31,5123.12,161.03,298.26,293.1292,1327
2011-02-01,5145.06,162.79,300.37,293.4183,1331.5
2011-02-02,5133.98,161.95,299.26,297.0247,1337
2011-02-03,5155.13,162.31,300.41,296.3282,1328
2011-02-04,5104.36,161.4,301.99,299.7672,1355
2011-02-07,5167.31,162.48,302.34,301.7507,1347.5
2011-02-08,5183.6,162.35,304.01,303.3673,1363.5
2011-02-09,5188.85,162.25,304.6,306.963,1365
2011-02-10,5208.41,162.39,303.24,308.7715,1353.25
2011-02-11,5246.06,162.09,304.79,309.4104,1364
2011-02-14,5244.25,160.8,303.36,312.3369,1365
2011-02-15,5219.33,161.35,303.36,311.0797,1372.75
2011-02-16,5240.06,160.8,304.1,311.4967,1371.25
2011-02-17,5244.42,161.3,306.29,313.9961,1379
2011-02-18,5264.57,161.3,307,314.3982,1383.5
2011-02-22,5212.36,160.76,304.73,315.7903,1401
2011-02-23,5166.4,160.19,304,308.2749,1409.25
2011-02-24,5133.54,159.64,302.85,303.7054,1411.5
2011-02-25,5239.29,160.58,304.14,305.1844,1402.5
2011-02-28,5358.26,162.26,305.42,308.4055,1411
2011-03-01,5204.63,160.71,304.01,310.3665,1420.75
2011-03-02,5148.25,160.96,302.95,304.9449,1435.5
2011-03-03,5231.64,162.49,306.13,306.1278,1421.5
2011-03-04,5176.24,161.56,304.75,311.2266,1427
2011-03-07,5136.96,162.14,303.91,309.0743,1437.5
2011-03-08,5215.9,163.73,306.46,306.0557,1426.25
2011-03-09,5208.49,165.54,307.97,308.0972,1431
2011-03-10,5127.17,163.49,305.92,308.7295,1413.25
2011-03-11,5183.48,163.98,305.77,305.5282,1411.5
2011-03-14,5129.75,161.73,303.48,307.118,1422.25
2011-03-15,5101.08,158.72,300.35,303.6845,1400.5
2011-03-16,5021.71,156.07,296.08,301.1387,1402
2011-03-17,5068.2,156.37,297.79,296.0838,1403.75
2011-03-18,5112.88,156.93,299.9,297.4409,1420
2011-03-21,5173.86,158.94,303.7,297.2546,1432
2011-03-22,5136.29,159.06,302.92,301.5522,1426
2011-03-23,5077.04,159,303.8,299.2011,1439.5
2011-03-24,5104.32,159.56,306.31,301.7248,1447
2011-03-25,5146.01,159.57,306.43,306.0896,1436
2011-03-28,5136.24,159.03,306.32,306.7796,1417
2011-03-29,5166.21,160.44,307.68,303.5046,1417.5
2011-03-30,5237.85,162.38,309.52,306.3246,1425.5
2011-03-31,5281.88,161.92,308.85,309.599,1439
2011-04-01,5287.42,163.08,310.67,308.3963,1418
2011-04-04,5283.75,162.95,311.29,310.6349,1435.5
2011-04-05,5286.97,162.42,311.66,311.0595,1433.5
2011-04-06,5287.92,163.64,312.87,312.2599,1461.5
2011-04-07,5226.6,162.86,313.17,311.5842,1459.5
2011-04-08,5188.23,162.47,312.26,310.5431,1469.5
2011-04-11,5193.55,160.26,314.02,308.8109,1468
2011-04-12,5182.62,159.89,314.85,308.5792,1450.5
2011-04-13,5178.5,160.44,315.06,308.0921,1457.5
2011-04-14,5258.93,161.26,317.04,309.1231,1465.75
2011-04-15,5326.45,163.02,318.65,308.3462,1476.75
2011-04-18,5270.6,161.63,316.5,310.1908,1493
2011-04-19,5322.12,161.64,316.96,307.2903,1490.5
2011-04-20,5383.05,163.45,318.8,308.073,1501
2011-04-21,5419.41,163.74,318.84,313.4099,1504
2011-04-25,5457.98,163.84,317.79,315.4092,1504
2011-04-26,5507.56,165.24,319.61,314.7529,1497.5
2011-04-27,5544.77,166.53,321.25,315.5837,1511
2011-04-28,5615.85,167.77,323.68,319.1377,1535.5
2011-04-29,5589.96,168.11,324.45,320.5103,1535.5
2011-05-02,5595.5,168.24,324.95,320.3835,1535.5
2011-05-03,5547.95,169.36,325.92,321.3803,1540.25
2011-05-04,5518,168.94,325.67,319.7513,1541
2011-05-05,5513.7,167.7,322.97,318.5443,1511
2011-05-06,5467.03,168.58,323.74,317.9567,1486.5
2011-05-09,5497.67,168.99,324.94,318.0098,1502
2011-05-10,5589.56,171.22,326.76,318.4934,1513.5
2011-05-11,5520.3,170.83,326.37,322.4776,1508
2011-05-12,5529.72,172.29,330.71,319.8371,1489.5
2011-05-13,5472.73,171.54,330.48,322.5849,1505.75
2011-05-16,5487.21,171.54,330.34,320.3942,1500.75
2011-05-17,5486.44,172.81,331.25,315.8346,1478.5
2011-05-18,5540.17,172.23,331.9,316.2772,1496.5
2011-05-19,5558.93,172.58,333.63,319.9205,1493
2011-05-20,5490.96,172.53,332.5,320.9795,1490.75
2011-05-23,5431.44,170.47,330.23,317.9318,1510.5
2011-05-24,5453.56,170.18,329.89,314.9544,1527
2011-05-25,5482.21,169.67,327.64,313.2876,1526.25
2011-05-26,5556.16,169.53,328.15,313.3284,1518.5
2011-05-27,5586.29,169.68,329.15,315.8557,1533
2011-05-31,5677.4,170.84,332.13,316.8479,1536.5
2011-06-01,5509.91,168.99,328.55,318.9123,1533.75
2011-06-02,5470.49,168.52,324.86,311.6333,1539.5
2011-06-03,5491.72,167.33,321.91,310.9213,1540
2011-06-06,5414.03,166.53,320.37,306.6227,1549
2011-06-07,5475.15,166.74,319.71,303.6172,1545
2011-06-08,5455.17,166.97,319.74,303.9941,1537.75
2011-06-09,5397.79,167.06,321.43,301.5215,1537.75
2011-06-10,5263.29,166.1,317.8,303.8413,1529.25
2011-06-13,5287.7,166.73,318.86,298.2448,1526.25
2011-06-14,5366.41,167.4,322.17,297.7679,1516
2011-06-15,5274.2,165.35,317.37,302.941,1529.75
2011-06-16,5316.43,166.7,319.87,298.4607,1523.25
2011-06-17,5367.69,167.76,321.62,297.8324,1537.5
2011-06-20,5436.19,168.69,323.87,299.8846,1544
2011-06-21,5478.64,168.82,323.42,302.4843,1544.75
2011-06-22,5457.57,167.66,321.3,308.5568,1552.5
2011-06-23,5343.61,166.23,318.27,306.0881,1523
2011-06-24,5343.35,166.6,316.02,307.2927,1514.75
2011-06-27,5373.76,167.88,317.41,304.2044,1498
2011-06-28,5416.25,168.65,318.42,307.9399,1499
2011-06-29,5474.08,169.4,319.81,313.6905,1504.25
2011-06-30,5486.96,170.03,322.66,314.9959,1505.5
2011-07-01,5589.65,172.12,325.08,317.89,1483
2011-07-05,5632.78,171.1,324.84,324.1569,1510
2011-07-06,5672.1,171.43,326.74,325.4383,1527.25
2011-07-07,5743.04,172.03,328.82,324.4866,1527.5
2011-07-08,5727.99,171.44,327.71,328.8142,1541.5
2011-07-11,5624.59,169.53,325.31,326.7867,1555.5
2011-07-12,5648.44,170.31,324.18,320.3661,1550.5
2011-07-13,5589.95,169.91,324.28,319.0295,1579
2011-07-14,5536.26,169.15,322.81,320.6689,1590.5
2011-07-15,5603.81,169.41,323.6,318.2338,1587
2011-07-18,5560.53,167.81,321.56,318.4794,1599
2011-07-19,5658.66,169.18,326.3,315.0948,1601
2011-07-20,5701.31,170.16,325.03,321.3286,1586
2011-07-21,5750.36,172.78,327.23,319.4749,1601
2011-07-22,5778.64,171.81,326.71,323.1952,1602
2011-07-25,5718.65,172.27,323.45,324.4908,1613.5
2011-07-26,5731.92,171.64,322.61,322.4953,1612.75
2011-07-27,5567.97,171.04,319.25,321.8873,1625
2011-07-28,5578.33,169.82,319.32,316.2033,1613.5
2011-07-29,5582.85,168.15,317.34,314.5824,1628.5
2011-08-01,5497.77,168.65,316.26,313.2105,1623
2011-08-02,5318.6,165.94,312.19,311.4243,1637.75
2011-08-03,5283.43,165.74,313.92,300.01,1669.25
2011-08-04,5013.48,160.38,304.34,302.0025,1679.5
2011-08-05,4891.47,161.78,309.29,287.369,1658.75
2011-08-08,4450.52,152.93,297.47,287.7629,1693
2011-08-09,4891.52,157.85,304.08,268.5714,1736
2011-08-10,4760.5,154.61,293.02,281.536,1772
2011-08-11,5021.66,161.14,302.03,269.2197,1760
2011-08-12,5008.55,160.15,305.03,281.379,1736
2011-08-15,5198.83,165.72,309.42,284.7153,1739
2011-08-16,5177.04,165.22,309.81,288.8101,1782.5
2011-08-17,5192.43,166.58,312.14,287.553,1790
2011-08-18,4949.63,164.46,306.59,286.7034,1824
2011-08-19,4855.5,163.2,304.86,272.5062,1848
2011-08-22,4866.67,163.01,305.76,268.7593,1877.5
2011-08-23,4991.21,166,312.51,269.6449,1876
2011-08-24,5057.18,169.29,313.78,279.9681,1770
2011-08-25,4954.81,166.72,308.94,284.5784,1729
2011-08-26,5027.57,166.55,311.31,279.0354,1788
2011-08-29,5194.2,169.78,316.92,284.9543,1788
2011-08-30,5212.79,169.74,317.58,293.1985,1825
2011-08-31,5267.84,170.98,318.5,294.364,1813.5
2011-09-01,5185.14,169.94,317.26,296.1399,1821
2011-09-02,5054.87,167.99,313.03,292.3059,1875.25
2011-09-06,5042.12,167.02,311.75,284.2513,1895
2011-09-07,5241.9,168.68,316.6,283.1032,1810
2011-09-08,5192.41,168.53,316.02,290.4991,1855
2011-09-09,5023.46,165.11,308.94,286.5984,1851
2011-09-12,5045.55,166.51,309.38,278.8636,1834
2011-09-13,5064.23,167.43,309.97,282.1356,1820
2011-09-14,5093.91,168.71,313.76,285.4352,1818.5
2011-09-15,5177.62,170.97,317.77,290.1382,1782
2011-09-16,5224.54,172.74,319.4,295.2099,1794
2011-09-19,5107.44,171.94,316.56,298.1549,1794
2011-09-20,5100.93,174.26,316.98,298.0362,1799
2011-09-21,4831.78,171.26,311.39,296.2657,1793
2011-09-22,4703.51,168.17,305.54,287.3268,1722
2011-09-23,4753.74,169.81,305.21,277.8938,1689
2011-09-26,4819.91,171.22,310.74,282.378,1598
2011-09-27,4871.12,171.65,312.73,288.5205,1659
2011-09-28,4735.13,170.08,307.3,290.817,1643
2011-09-29,4823.13,172.68,310.33,286.0209,1613
2011-09-30,4683.84,170.77,306.71,283.5775,1620
2011-10-03,4458.06,166.81,302.2,275.5344,1655.5
2011-10-04,4650.56,166.04,304.32,267.5813,1638
2011-10-05,4605.73,166.09,304.96,275.8948,1617
2011-10-06,4735.06,168.77,308.08,280.9618,1635
2011-10-07,4590.89,169.47,309.86,287.2402,1652
2011-10-10,4830.43,172.88,314.68,286.7378,1661
2011-10-11,4731.68,171.05,313.92,296.8362,1663
2011-10-12,4821.07,170.81,316.51,297.7073,1682
2011-10-13,4779.33,170.85,316.15,300.8589,1656
2011-10-14,4901.69,172.32,318.45,300.3368,1678
2011-10-17,4776.73,171.87,315.53,305.5225,1682
2011-10-18,4957.96,173.08,317.95,299.6422,1631
2011-10-19,4893.83,173.26,316.84,305.1291,1652.5
2011-10-20,4927.3,174.25,318.35,300.7191,1620
2011-10-21,5091.89,177.12,323.3,302.0549,1642.5
2011-10-24,5219.22,176.39,321.48,310.5193,1652
2011-10-25,5122.62,174.18,317.81,314.8741,1656
2011-10-26,5175.32,175.33,320.65,307.8351,1715
2011-10-27,5425.14,179.06,324.67,306.7424,1718
2011-10-28,5425.78,177.93,324.03,314.8675,1741
2011-10-31,5372.78,176.78,319.89,312.8149,1722
2011-11-01,5174.5,173.3,314.36,308.0648,1699
2011-11-02,5298.29,176.16,316.92,301.1636,1743
2011-11-03,5363.46,178.2,320.81,304.5997,1758
2011-11-04,5317.32,177.23,319.18,308.5395,1749
2011-11-07,5328.48,178.35,321.32,307.4976,1782
2011-11-08,5393.06,179.2,324.61,308.8943,1795
2011-11-09,5140.91,175.29,317.15,312.2589,1784
2011-11-10,5149.43,176.39,319.92,300.94,1756
2011-11-11,5289.06,178.81,323.52,303.7292,1773
2011-11-14,5173.57,176.72,321.38,311.3654,1776
2011-11-15,5230.72,177.03,322.64,309.2082,1785
2011-11-16,5160.95,174.73,319.97,310.3119,1756
2011-11-17,5065.96,173.7,318.43,304.3157,1742.5
2011-11-18,5111.95,174.8,319.76,299.24,1719
2011-11-21,4970.54,172.73,314.84,298.8513,1702
2011-11-22,4945.18,170.54,315.06,294.2425,1699
2011-11-23,4799.31,167.93,311.48,294.0606,1681
2011-11-25,4820.51,168.7,312.09,287.8438,1688.5
2011-11-28,4932.66,170.91,316.89,286.7172,1714
2011-11-29,4920.87,172.82,320.01,295.4207,1717
2011-11-30,5161.54,177.59,327.6,295.9334,1746
2011-12-01,5098.91,177.18,326.62,305.3886,1752
2011-12-02,5114.48,175.34,325.91,305.4571,1747
2011-12-05,5153.21,176.77,327.22,307.8044,1744
2011-12-06,5149.37,177.16,327.94,310.4489,1708
2011-12-07,5209.31,176.62,328.31,309.8029,1735.5
2011-12-08,5084.28,174.02,325.01,311.2822,1715
2011-12-09,5194.93,176.45,328.12,304.9402,1709
2011-12-12,5096,174.76,325.64,309.8044,1659.5
2011-12-13,5047.98,175.71,324.67,308.8701,1672.5
2011-12-14,5075.56,174.29,322.99,302.7755,1603
2011-12-15,5155.2,176.64,326.15,299.1882,1574
2011-12-16,5211.64,176.09,326.39,299.7153,1594
2011-12-19,5160.1,174.68,325.01,300.1097,1598
2011-12-20,5327.66,178.36,331.12,296.4435,1613.5
2011-12-21,5329.36,181,334.76,304.75,1608
2011-12-22,5401.77,181.15,333.94,305.787,1606.5
2011-12-23,5426.39,182.4,336.96,306.7024,1606.5
2011-12-27,5451.27,183.83,336.82,310.0981,1606.5
2011-12-28,5378.54,182.73,335.11,310.7115,1571
2011-12-29,5428.43,184.18,337.43,307.008,1531
2011-12-30,5405.96,182.98,335.54,310.2728,1531
2012-01-03,5449.31,179.86,335.68,308.5797,1598
2012-01-04,5353.24,178.88,334.97,311.4747,1613
2012-01-05,5411.28,179.14,334.36,313.7104,1599
2012-01-06,5384.59,178.12,332.16,315.9856,1616.5
2012-01-09,5368.72,178.45,332.64,316.5299,1615
2012-01-10,5437.7,178.69,333.88,316.5071,1637
2012-01-11,5468.92,177.95,331.81,318.4539,1634.5
2012-01-12,5428.1,177.6,331.6,318.8256,1661
2012-01-13,5440.85,177.35,331.28,319.8173,1635.5
2012-01-17,5487.25,177.4,332.65,318.8677,1656
2012-01-18,5526.29,177.35,332.73,320.3528,1647
2012-01-19,5548.03,175.86,333.32,325.3474,1655
2012-01-20,5591.38,176.29,334.11,328.3939,1653
2012-01-23,5611.26,176.76,333.45,325.8763,1675.5
2012-01-24,5651.92,175.36,331.97,325.2019,1665.5
2012-01-25,5726.04,178.24,335.3,326.3476,1650
2012-01-26,5764.27,178.79,334.05,328.4687,1727
2012-01-27,5775.18,176.39,331.45,328.2003,1726
2012-01-30,5719.78,175.52,329.93,327.4688,1729
2012-01-31,5755.59,176.28,329.84,326.9118,1744
2012-02-01,5813.54,176.95,332.32,326.6537,1740
2012-02-02,5824.48,176.37,333.25,327.6586,1751
2012-02-03,5908.86,176.79,334.51,327.3557,1734
2012-02-06,5887.25,176.13,334.52,333.8867,1719
2012-02-07,5878.46,177.34,334.69,333.419,1724
2012-02-08,5885.18,177.29,334.68,334.7774,1746
2012-02-09,5834.79,176.87,336.17,335.5759,1748
2012-02-10,5779.89,176.64,335.38,336.205,1711.5
2012-02-13,5853.3,176.1,336.44,334.6132,1720
2012-02-14,5776.35,176.4,337.65,337.0464,1722
2012-02-15,5755.15,175.35,336.85,336.7489,1733
2012-02-16,5817.22,177.34,339.1,335.0812,1713
2012-02-17,5815.44,177.11,339.2,336.8567,1723
2012-02-21,5726.14,176.67,337.73,339.6834,1748
2012-02-22,5672.07,176.98,337.05,338.624,1752
2012-02-23,5751.05,176.63,338.56,337.3346,1777
2012-02-24,5754.35,177.47,339.39,339.0369,1777.5
2012-02-27,5749.31,177.13,339.24,338.8205,1772
2012-02-28,5705.03,176.47,340.31,339.7549,1781
2012-02-29,5691.04,176.27,341.2,342.1151,1770
2012-03-01,5724.86,176.65,340.55,341.3759,1714
2012-03-02,5717.73,176.67,340.69,343.8636,1707
2012-03-05,5770.54,177,342.28,343.4713,1705
2012-03-06,5690.54,176.16,339.44,343.2072,1669
2012-03-07,5725.74,176.11,339.81,338.0663,1677.5
2012-03-08,5699.47,176.72,341.85,341.3438,1690
2012-03-09,5725.78,177.56,342.8,344.8813,1687.5
2012-03-12,5758.06,179.52,344.65,346.7508,1697.5
2012-03-13,5885.79,179.86,346.55,345.8562,1690
2012-03-14,5864.86,177.31,345.69,351.1433,1644.25
2012-03-15,5864.18,177.15,346.42,350.8958,1648
2012-03-16,5897.24,176.68,345.99,352.1655,1658
2012-03-19,5945.15,175.8,346.38,350.8964,1661.5
2012-03-20,5933.79,176,346.44,352.5393,1656.75
2012-03-21,5920.21,175.72,346.86,353.1373,1649.25
2012-03-22,5839.29,175.8,347.43,353.5632,1635.5
2012-03-23,5878.33,175.82,347.85,352.7799,1664
2012-03-26,5940.85,177.17,350.52,353.1933,1680.25
2012-03-27,5942.25,177.93,349.91,358.908,1692
2012-03-28,5929.47,176.44,349.32,358.1668,1676
2012-03-29,5932.49,177.1,349.23,355.1151,1657.5
2012-03-30,5989.23,178.07,351.49,355.0995,1662.5
2012-04-02,6027.64,178.81,354.29,356.546,1677.5
2012-04-03,6003.2,178.9,352.3,357.5476,1676.25
2012-04-04,5938.05,178.63,351.32,357.2736,1621
2012-04-05,5917.78,177.31,351.09,353.5657,1631
2012-04-09,5855.32,176.34,347.98,356.0292,1631
2012-04-10,5728.06,174,344.7,352.5405,1644
2012-04-11,5803.09,174.36,346.17,343.9533,1658
2012-04-12,5883.95,175.02,346.81,348.548,1668.5
2012-04-13,5850.28,174.32,346.49,353.2666,1666.5
2012-04-16,5944.45,176.04,348.18,352.288,1653
2012-04-17,5994.53,177.17,352.04,350.9894,1635.5
2012-04-18,5950.65,176.67,351.68,354.8208,1644
2012-04-19,5949.54,176.14,350.55,355.353,1650
2012-04-20,6027.04,177.96,353.59,352.3062,1641.5
2012-04-23,5956.46,176.94,348.46,352.9737,1629
2012-04-24,6051.85,178.32,348.51,349.1357,1649.5
2012-04-25,6119.42,179.22,350.29,347.9426,1637.75
2012-04-26,6133.61,180.32,353.16,353.8416,1653.5
2012-04-27,6173.71,180.92,352.84,358.0091,1663.5
2012-04-30,6164.86,181.23,351.85,362.7272,1651.25
2012-05-01,6231.03,182.1,352.57,360.9568,1664
2012-05-02,6226.5,181.03,353.64,362.8755,1648
2012-05-03,6195.29,180.03,353.85,364.8426,1637.75
2012-05-04,6143.18,180.31,351,362.23,1643.75
2012-05-07,6186.7,179.87,351.39,355.0624,1643.75
2012-05-08,6176.23,180.2,350.89,354.9713,1602.5
2012-05-09,6155,180.07,348.54,350.5507,1582.5
2012-05-10,6159.25,182.01,351.08,348.9206,1598.5
2012-05-11,6173.69,181.93,350.14,350.3377,1583
2012-05-14,6093.36,181.41,348.9,349.8509,1558.5
2012-05-15,6065.75,180.39,348.7,344.8054,1556.5
2012-05-16,5990.27,180.31,349.68,344.034,1548.5
2012-05-17,5819.53,179.22,347.35,343.7426,1554
2012-05-18,5746.39,179.1,345.33,334.3073,1589.5
2012-05-21,5874.71,179.43,346.75,332.3088,1592.5
2012-05-22,5886.06,180.51,347.14,337.6406,1582.5
2012-05-23,5901.58,179.34,346.19,338.7078,1549
2012-05-24,5923.22,180.32,349.25,340.698,1568.5
2012-05-25,5896.09,180.7,349.11,342.3688,1569.5
2012-05-29,5985.04,181.42,351.3,341.9684,1579.5
2012-05-30,5840.19,179.93,348.33,346.4297,1540
2012-05-31,5883.82,181,347.33,340.8866,1558
2012-06-01,5732.81,180.28,341.55,339.7783,1606
2012-06-04,5701.37,180.93,342.45,329.2176,1606
2012-06-05,5810.18,181.6,341.91,330.817,1606
2012-06-06,5942.89,183.84,346.61,332.0453,1635
2012-06-07,5903.34,185.13,347.42,339.6024,1606
2012-06-08,5985.77,185.81,350.31,339.1588,1576.5
2012-06-11,5849.17,185.36,348.82,342.1999,1584
2012-06-12,5909.13,185.76,350.83,336.8701,1603.5
2012-06-13,5875.51,185.63,349.92,340.8247,1619.5
2012-06-14,5965.83,187.14,354.48,335.5966,1613.5
2012-06-15,6003.46,187.96,355.47,340.25,1627.25
2012-06-18,6047.47,188.63,356.05,343.5273,1615.5
2012-06-19,6073.07,188.27,355.74,345.8736,1625.5
2012-06-20,6071.03,186.2,353.86,349.0891,1601
2012-06-21,5970.72,184.26,349.55,348.8008,1582
2012-06-22,5965.03,184.48,350.6,341.0184,1565.5
2012-06-25,5937.03,183.9,348.3,342.6782,1570
2012-06-26,5962.82,184.39,348.81,337.3986,1576
2012-06-27,5986.06,186.36,351.29,341.3605,1573.5
2012-06-28,6046.23,186.76,352.38,341.158,1558.5
2012-06-29,6211.69,187.8,358.92,339.5168,1598.5
2012-07-02,6272.73,189.14,360.96,345.8088,1592
2012-07-03,6307.19,188.6,362.55,347.1979,1617.5
2012-07-05,6270.7,187.64,361.36,346.7735,1604
2012-07-06,6286.25,186.96,360.87,347.5374,1587
2012-07-09,6295,186.38,360.6,346.1687,1585
2012-07-10,6219.12,186.81,361.1,344.3198,1595.25
2012-07-11,6229.59,187.83,360.74,342.3866,1577
2012-07-12,6246.99,187.9,360.8,340.5249,1556.25
2012-07-13,6326.7,189.8,364.82,339.3096,1595.5
2012-07-16,6339.05,189.45,363.34,344.7638,1589.75
2012-07-17,6402.1,189.97,364.96,342.7719,1585.25
2012-07-18,6357.01,190.72,364.64,346.1483,1575.25
2012-07-19,6290.45,190.98,363.92,347.8375,1584
2012-07-20,6252.88,191.35,361.64,350.3594,1576.25
2012-07-23,6211.31,189.99,358.65,345.8725,1572.25
2012-07-24,6191.4,188.35,357.28,341.2369,1583.25
2012-07-25,6191.76,188.13,357.45,338.7485,1601
2012-07-26,6245.28,191.28,363.35,337.5327,1618
2012-07-27,6312.5,193.34,367.68,343.3606,1618.25
2012-07-30,6331.52,194.17,369.64,350.0015,1617.75
2012-07-31,6329.55,192.51,368.3,348.7786,1622
2012-08-01,6308.27,191.17,366.35,344.6408,1599
2012-08-02,6315.2,189.77,363.48,342.8057,1597
2012-08-03,6371.43,191.94,369.35,343.5405,1602
2012-08-06,6358.58,191.33,368.9,350.3456,1610
2012-08-07,6285.23,189.52,367.26,351.5779,1611
2012-08-08,6232.71,189.56,369.33,354.8049,1613.25
2012-08-09,6211.38,189.66,367.8,353.2258,1615
2012-08-10,6220.73,190.28,367.71,352.849,1618.5
2012-08-13,6214.77,189.47,367.4,352.9315,1622.5
2012-08-14,6204.92,189.44,368.9,352.8234,1597.75
2012-08-15,6237.15,188.39,369.18,353.4105,1601.75
2012-08-16,6276.93,187.72,369.86,354.7216,1604.5
2012-08-17,6287.06,187.45,370.26,357.636,1614.75
2012-08-20,6265.27,187.63,370.11,359.283,1615
2012-08-21,6273.1,186.36,367.91,357.5603,1639.5
2012-08-22,6272.94,185.98,366.74,356.9401,1642
2012-08-23,6249.03,184.03,363.84,357.8765,1665.25
2012-08-24,6278.52,184.92,367.09,355.5916,1667
2012-08-27,6295.36,185.25,367.38,358.3811,1667
2012-08-28,6313.98,184.87,367.84,357.8518,1668
2012-08-29,6314.83,184.23,366.98,358.3711,1660
2012-08-30,6301.56,183.45,365.37,360.0963,1660.5
2012-08-31,6318.32,183.27,365.92,358.0504,1648.5
2012-09-04,6365.85,183.81,367.46,359.1246,1697
2012-09-05,6351.81,183.03,366.35,358.4776,1690
2012-09-06,6405.81,185.09,370.97,359.0105,1701
2012-09-07,6411.7,184.47,368.06,367.1257,1728
2012-09-10,6355.58,184.18,367.24,369.1653,1732
2012-09-11,6378.5,183.62,366.46,368.2867,1736.75
2012-09-12,6393.37,182.65,363.76,368.3285,1737
2012-09-13,6479.24,185.28,370.05,369.5909,1733.25
2012-09-14,6513.54,183.88,367.67,374.8611,1775.5
2012-09-17,6493.57,182.82,368.39,376.475,1770
2012-09-18,6428.31,182.01,370.13,374.8061,1769.5
2012-09-19,6394.34,182.4,371.22,373.0571,1766.75
2012-09-20,6293.71,183.07,373.32,376.7957,1758.5
2012-09-21,6294.91,183.18,372.13,376.4765,1784.5
2012-09-24,6278.51,185,372.83,376.2648,1762.5
2012-09-25,6183.73,184.43,369.94,374.93,1771.5
2012-09-26,6181.73,184.84,369.83,370.624,1744.75
2012-09-27,6212.88,184.02,371.11,368.1343,1763
2012-09-28,6202.59,184.89,369.97,371.8929,1776
2012-10-01,6156.19,184.12,372.49,370.2602,1787
2012-10-02,6198.51,184.91,372.6,370.2361,1775.5
2012-10-03,6217.89,185.93,373.77,369.3315,1775.25
2012-10-04,6202.84,187.06,375.41,372.3266,1791.75
2012-10-05,6215.67,186.7,376.75,375.5523,1784
2012-10-08,6200.33,186.89,375.57,376.7893,1773.5
2012-10-09,6180.1,186.74,372.21,375.7388,1774
2012-10-10,6208.06,186.25,370.67,369.9725,1761.25
2012-10-11,6204.48,186.41,369.48,367.4703,1769
2012-10-12,6174.9,185.33,370.23,365.7521,1766.75
2012-10-15,6220.92,186.31,372.29,365.7787,1736
2012-10-16,6255.11,186.87,373.37,369.6377,1746.5
2012-10-17,6236.43,189.21,374.21,372.7551,1749
2012-10-18,6300.98,190.01,372.47,375.0012,1743
2012-10-19,6253.58,188.72,367.83,375.0618,1737
2012-10-22,6217.98,188,367.99,368.7317,1726.75
