date,WILLREITIND,S5UTIL,S5CONS,S5COND,Gold_Price
2000-01-03,1380.49,138.75,204.23,291.3933,290.25
2000-01-04,1368.54,138.91,201.13,282.7505,281.5
2000-01-05,1372.1,144.08,201.84,280.0653,280.45
2000-01-06,1397.23,146.09,204.38,281.2764,279.4
2000-01-07,1428.04,148.39,212.88,290.4922,282.1
2000-01-10,1444.62,147.42,210.59,302.3327,281.6
2000-01-11,1438.83,146.77,212.76,298.2206,282.25
2000-01-12,1433.85,149.5,213.43,294.1038,282.25
2000-01-13,1432.59,150.38,212.24,298.1132,282.1
2000-01-14,1428.98,151.68,211.1,296.9036,283.3
2000-01-18,1433.25,149,211.75,295.6334,285.8
2000-01-19,1439.87,149.5,210.61,298.1995,287.65
2000-01-20,1437.69,154.78,207.46,293.7826,288.1
2000-01-21,1436.98,158.99,203.87,291.5108,287.75
2000-01-24,1425.08,156.81,200.8,281.7176,287.2
2000-01-25,1420.92,153.01,197.84,283.6643,288
2000-01-26,1421.9,154.33,197.79,285.3907,285.9
2000-01-27,1418.16,154.24,196.56,284.37,285.55
2000-01-28,1412.66,152.07,191.98,273.0436,286.75
2000-01-31,1403.58,157.63,193.87,274.2822,283.3
2000-02-01,1411.35,156.12,193.78,281.3091,283
2000-02-02,1411.83,154.88,192.27,283.0434,285.6
2000-02-03,1418.3,157.3,191.65,285.9377,285.05
2000-02-04,1412.87,153.37,189,285.459,293.65
2000-02-07,1411.13,153.52,187.99,280.4425,312.7
2000-02-08,1413.73,156.11,189.9,286.4669,296.25
2000-02-09,1413.77,155.35,188.35,280.1979,308.6
2000-02-10,1410.49,154.71,186.51,280.1746,309
2000-02-11,1396.85,153.41,184.51,276.8708,311.5
2000-02-14,1386.27,154.83,182.34,277.348,308.35
2000-02-15,1387.79,155.47,186.28,273.7417,304.25
2000-02-16,1382.03,155.57,183.81,264.6194,302.5
2000-02-17,1390.54,154.9,183.02,257.4597,304.75
2000-02-18,1378.54,152.39,180.08,253.0286,303.55
2000-02-22,1374.75,150.43,182.9,252.5329,302.25
2000-02-23,1375.09,148.33,179.81,253.6433,302
2000-02-24,1371.39,145.04,174.93,247.3667,298.75
2000-02-25,1369.72,142.42,171.24,246.0499,294
2000-02-28,1366.05,146.08,175,252.2398,292.5
2000-02-29,1381.8,147.16,174.01,258.2773,293.65
2000-03-01,1374.89,146.57,175.51,257.4824,292.9
2000-03-02,1373.01,147.51,171.6,256.6491,289.9
2000-03-03,1378.51,148.49,173.2,261.3059,288.5
2000-03-06,1379.22,143.95,170.1,255.6083,288.8
2000-03-07,1365.41,144.09,155,247.9426,289.75
2000-03-08,1367.69,142.19,156.74,249.6304,291.2
2000-03-09,1369.92,141.65,156.67,255.737,290.5
2000-03-10,1367.71,142.71,151.15,251.8835,290.25
2000-03-13,1364.49,141.39,153.08,250.9834,290.65
2000-03-14,1366.56,139.89,150.55,249.0515,288.75
2000-03-15,1382.86,145.58,162.42,260.7941,289.15
2000-03-16,1405.79,151.5,171.46,276.3336,287.35
2000-03-17,1409.47,148.69,167.74,277.3253,283.9
2000-03-20,1410.94,147.9,167.52,278.3906,285.75
2000-03-21,1414.76,148.46,169.48,282.4656,285.15
2000-03-22,1422.26,147.16,165.97,283.0843,287.8
2000-03-23,1424.52,148.3,167.01,284.0354,284.75
2000-03-24,1418.65,147.81,166.51,285.391,284.85
2000-03-27,1417.32,150.34,162.45,285.2568,284.15
2000-03-28,1416.36,147.05,163.39,284.0947,280.65
2000-03-29,1424.53,150.76,167.27,288.8304,279.75
2000-03-30,1429.87,150.37,173.46,288.929,275.75
2000-03-31,1436.58,151.48,171.55,287.6298,276.75
2000-04-03,1436.73,151.64,178.76,295.7481,277.5
2000-04-04,1438.9,150.05,183.23,289.8259,276.85
2000-04-05,1446.4,151,179.06,287.8118,281.3
2000-04-06,1462.88,150.1,177.26,293.7775,279.35
2000-04-07,1475.38,150.8,176.98,295.273,280.15
2000-04-10,1486.15,153.62,177.37,298.0021,282.25
2000-04-11,1493.58,153.41,181.69,299.253,282.5
2000-04-12,1503.95,156.3,186.42,296.1853,280.4
2000-04-13,1509.5,160.34,184.54,286.4768,281.4
2000-04-14,1501.14,154.84,175.71,270.0288,282
2000-04-17,1495.46,154.82,181.28,270.3916,281.75
2000-04-18,1503.28,155.39,177.96,276.3482,281.1
2000-04-19,1505.34,156.82,178.55,279.2148,281.35
2000-04-20,1507.12,159.29,181.71,282.6891,279.85
2000-04-24,1509.58,161.85,185.31,283.4695,279.85
2000-04-25,1518.41,166.29,185.16,288.6934,279.5
2000-04-26,1529.61,168.68,181.31,289.5507,276.2
2000-04-27,1533.33,165.43,178.95,285.1747,276
2000-04-28,1538.42,162.91,175.73,281.927,275.05
2000-05-01,1565.59,163.97,175.81,286.6254,275.05
2000-05-02,1584.63,163.24,176.64,283.5259,275.45
2000-05-03,1580.49,162.12,178.6,271.6267,275.6
2000-05-04,1579.18,164.18,178.83,268.0642,280
2000-05-05,1580.84,162.97,178.91,269.2258,280.75
2000-05-08,1573.88,165.12,181.84,268.9824,277.9
2000-05-09,1578.68,163.48,184.76,269.7574,276.3
2000-05-10,1568.51,165.13,188.74,271.5086,277.6
2000-05-11,1577.58,169.07,191.05,272.5103,276.75
2000-05-12,1579.22,167.15,188.74,275.237,276.65
2000-05-15,1584.72,169.92,192.17,279.5596,275.05
2000-05-16,1588.49,168.55,189.81,282.4077,276
2000-05-17,1581.01,166.04,188.33,276.8432,273.1
2000-05-18,1578.3,168.15,189.19,277.8199,272.8
2000-05-19,1575.1,168.1,189.16,273.1146,273.15
2000-05-22,1571.37,168.84,190.14,269.3574,274
2000-05-23,1569.84,166.12,188.89,267.2079,274.05
2000-05-24,1563.06,166.14,193.8,263.6784,273.7
2000-05-25,1551.9,166.22,192.22,261.6824,273.35
2000-05-26,1553.48,167.9,195.12,257.2027,271.3
2000-05-30,1555.84,166.97,194,263.0326,273.15
2000-05-31,1558.1,169.31,192.32,268.9761,272.25
2000-06-01,1556.85,169.37,193.14,270.0666,272.5
2000-06-02,1566.4,167,189.73,277.587,281.6
2000-06-05,1563.52,161.63,187.61,276.5616,283.25
2000-06-06,1571.15,166.23,188.74,270.2982,288.4
2000-06-07,1581.77,166.17,191.7,270.0463,284.1
2000-06-08,1587.19,167.3,189.66,267.6354,285.75
2000-06-09,1589.72,168.58,189.02,264.1497,284.4
2000-06-12,1596.3,170.3,189.49,259.5639,284.6
2000-06-13,1606.42,171.3,190.51,262.296,291.5
2000-06-14,1631.43,167.11,191.63,265.2414,287.15
2000-06-15,1621.87,169.09,193.59,268.3033,287.4
2000-06-16,1616.1,168.83,189.77,263.5548,290.1
2000-06-19,1619.23,167.08,189.52,263.6497,285.9
2000-06-20,1633.19,167.37,185.91,261.752,286.2
2000-06-21,1633.83,168.06,185.57,260.389,286.05
2000-06-22,1629.86,166.22,186.32,257.6422,287.65
2000-06-23,1628.03,166.05,187.75,256.0735,285.8
2000-06-26,1628.5,166.49,192.58,255.5648,284.05
2000-06-27,1637.91,161.62,192.94,260.8112,283.8
2000-06-28,1642.6,164.77,191.82,258.9195,288
2000-06-29,1647.76,162.4,191.37,257.1434,289.75
2000-06-30,1597.52,158.71,193.96,262.2645,288.15
2000-07-03,1640.25,162.91,194.59,262.5573,287.65
2000-07-05,1658.92,161,195.15,262.5696,286.85
2000-07-06,1672.55,162.03,196.16,264.735,284.9
2000-07-07,1678.59,163.96,195.06,274.0138,282.85
2000-07-10,1679.77,166.93,193.18,275.6223,284.1
2000-07-11,1674.89,168.89,191.88,276.3324,282.85
2000-07-12,1672.7,168.81,189.89,277.0494,279.95
2000-07-13,1672.16,169.83,189.93,275.8507,280.8
2000-07-14,1667.06,169.01,190.87,279.0732,280.25
2000-07-17,1669.5,170.18,189.85,277.4197,282.45
2000-07-18,1667.88,170.14,191.41,274.8803,282.75
2000-07-19,1664.99,172,194.91,274.5906,279.2
2000-07-20,1682.68,171.31,194.98,276.527,279.35
2000-07-21,1688.45,171.26,193.93,272.2057,279.3
2000-07-24,1694.02,170.78,191.62,266.4298,279.75
2000-07-25,1701,171.77,193.53,268.6454,279.7
2000-07-26,1726.6,169.39,191.9,266.1023,279.4
2000-07-27,1743.9,172.81,193.59,268.3037,279.85
2000-07-28,1742.33,171.33,195.02,262.4541,278.1
2000-07-31,1747.8,169.75,191.85,259.0823,276.75
2000-08-01,1780.22,174.9,196,262.0408,277.6
2000-08-02,1774.42,177.75,196.91,262.5657,277.6
2000-08-03,1759.43,179.44,196.04,262.3235,275.5
2000-08-04,1741.37,180.65,195.62,264.5399,273.95
2000-08-07,1732.41,184.54,194.59,268.1796,273.2
2000-08-08,1739.3,187.25,194.85,273.9238,273.1
2000-08-09,1742.64,185.28,192.67,268.0141,272
2000-08-10,1744,184.05,195.24,262.7764,272.2
2000-08-11,1750.43,185.27,199.05,266.1486,272.7
2000-08-14,1752.59,188.64,201.35,269.8861,275.45
2000-08-15,1745.31,188.31,200.72,264.7409,274.15
2000-08-16,1751.6,188.66,199.73,259.7421,276.35
2000-08-17,1752.6,190.83,199.06,261.3219,277.2
2000-08-18,1739.38,190.7,199.3,262.6595,275.6
2000-08-21,1732.3,189.76,200.1,260.6276,274.6
2000-08-22,1730.12,189.8,199.16,261.8185,273.4
2000-08-23,1712.78,192.26,198.33,261.018,273.15
2000-08-24,1697.3,188.59,197.09,261.3165,272.6
2000-08-25,1698.11,187.35,194.73,262.9835,273.65
2000-08-28,1691.64,190.2,195.27,259.8563,273.65
2000-08-29,1676.94,189.01,193.46,260.2646,274
2000-08-30,1689.86,190.16,190.64,258.8229,273.3
2000-08-31,1682.32,192.14,189.03,253.9447,277
2000-09-01,1682.64,194.03,189.31,257.1892,277
2000-09-05,1686.81,195.91,191.81,256.9809,275
2000-09-06,1692.63,198.13,190.68,258.708,274.15
2000-09-07,1706.33,198.22,190.82,257.8638,272.7
2000-09-08,1732.26,202.31,192.78,260.7727,272.75
2000-09-11,1746.5,207.48,191.98,263.5657,272.55
2000-09-12,1752.74,207.84,194.26,263.941,274.65
2000-09-13,1750.35,207.5,193.35,264.5051,272.5
2000-09-14,1745.29,205.72,188.81,262.4172,273.1
2000-09-15,1737.35,209.16,188,259.6645,272.6
2000-09-18,1704.46,207.7,188.37,257.2572,273
2000-09-19,1728.22,199.56,189.07,253.0353,271.85
2000-09-20,1723.7,195.18,185.32,248.545,271.4
2000-09-21,1716.22,192.51,187.64,253.9533,269.5
2000-09-22,1729.5,197.01,193.39,253.4032,273.95
2000-09-25,1717.76,198.68,192.3,251.675,272.85
2000-09-26,1727.44,203.99,193.06,245.4329,274.85
2000-09-27,1743.13,206.49,194.38,246.4225,276.15
2000-09-28,1755.44,208.6,198.09,249.7086,276.4
2000-09-29,1746.92,209.32,197.23,248.4063,273.65
2000-10-02,1712.42,211.43,199.03,246.5574,273.1
2000-10-03,1704.39,207.83,198.71,247.3274,272.1
2000-10-04,1690.7,201.75,199.41,250.3226,271.35
2000-10-05,1697.2,198.59,204.18,249.4606,270.4
2000-10-06,1699.38,199.51,204,244.0243,270
2000-10-09,1696.8,201.65,203.6,243.4665,270
2000-10-10,1696.38,203.58,204.93,243.3997,270.5
2000-10-11,1684.94,203.29,205.63,236.7633,272.75
2000-10-12,1664.24,199.85,204.17,222.7828,274
2000-10-13,1669.1,200.92,202.09,228.3128,273.25
2000-10-16,1679.68,203.81,204.72,229.9976,271.6
2000-10-17,1669.38,202.99,205.25,219.1502,270.25
2000-10-18,1659.53,198.88,207.63,224.8112,272
2000-10-19,1671.71,198.83,206.92,230.4477,270.3
2000-10-20,1676.21,198.68,203.59,230.6991,270.45
2000-10-23,1663.29,199.92,203.69,233.5979,271.45
2000-10-24,1649.43,197.67,208.38,235.6267,270.2
2000-10-25,1633.66,192.77,211.2,229.4595,266.8
2000-10-26,1644.92,190.65,212.66,227.778,266.4
2000-10-27,1663.97,194.81,215.92,230.8844,263.8
2000-10-30,1661.97,199.64,222.25,235.1272,264.75
2000-10-31,1672.16,200.92,220.03,243.6025,264.5
2000-11-01,1663.85,205.01,218.33,245.4461,265.5
2000-11-02,1666.48,202.34,217.16,249.5564,264.85
2000-11-03,1660.43,198.65,216.07,245.9921,264.65
2000-11-06,1665.81,200.87,218.63,249.0334,265.7
2000-11-07,1667.09,200.97,218.13,248.9303,265.5
2000-11-08,1672.04,201.37,219.93,247.9427,264.1
2000-11-09,1673.48,201.83,223.01,236.507,264.65
2000-11-10,1662.83,202.9,224.88,229.0845,264.85
2000-11-13,1666.23,200.54,223.2,230.1817,264.85
2000-11-14,1676.17,197.17,221.8,235.6053,264.95
2000-11-15,1680.77,199.81,223.73,239.0513,264.6
2000-11-16,1681.09,202.61,224.5,235.5187,266.7
2000-11-17,1683.09,206.23,225.14,235.426,265.25
2000-11-20,1683.14,205.27,223.09,230.4797,266.15
2000-11-21,1684.9,203.42,224.78,227.4579,266.15
2000-11-22,1679.06,201.82,226.65,223.9356,266.15
2000-11-24,1685.14,202.53,223.69,225.3019,265.55
2000-11-27,1686.6,202.76,224.31,232.5443,268.15
2000-11-28,1685.3,204.02,226.54,229.1362,269.95
2000-11-29,1694.66,201.1,229.61,232.7976,269.1
2000-11-30,1706.94,197.91,229.74,229.232,269.1
2000-12-01,1712.15,197.35,226.97,230.6647,269.2
2000-12-04,1718.6,199.01,228.92,234.9991,270.7
2000-12-05,1753.53,198.53,224.2,242.5844,270.8
2000-12-06,1748.04,198.02,221.25,241.3127,271.6
2000-12-07,1744.42,198.79,226.98,239.0262,273.9
2000-12-08,1758.39,199.36,223.78,241.7417,272.95
2000-12-11,1773.69,201.27,217.56,238.4282,270.7
2000-12-12,1775.94,202.21,220.68,240.1555,270.75
2000-12-13,1779.6,203.02,223.38,238.7775,269.6
2000-12-14,1779.49,200.03,224.94,237.3959,269.3
2000-12-15,1791.11,200.91,220.59,232.4365,270.35
2000-12-18,1813.68,204.89,224.12,232.8814,270.2
2000-12-19,1817.85,205.64,226.89,227.8578,269.55
2000-12-20,1807.62,208.19,227.11,221.0352,272.45
2000-12-21,1808.05,205.73,230.72,227.661,273.1
2000-12-22,1798.94,209.66,229.19,229.9529,273.1
2000-12-26,1802.25,217.06,232.49,227.8491,273.1
2000-12-27,1835.34,217.07,236.1,233.5184,275.05
2000-12-28,1858.69,217.42,237.62,236.6776,274.45
2000-12-29,1827.79,216.03,238.15,237.2528,274.45
2001-01-02,1815.05,208.3,237.06,234.4817,271.1
2001-01-03,1841.17,197.63,226.07,255.1991,267.15
2001-01-04,1837.31,185.1,215.97,260.4867,267.1
2001-01-05,1803.78,186.16,219.4,251.899,267.4
2001-01-08,1802.87,188.94,223.86,247.8704,268.3
2001-01-09,1806.91,185.99,224.81,248.2717,267
2001-01-10,1806.26,184.33,224.13,249.0073,266.3
2001-01-11,1802.43,177.25,219.15,253.2564,264.15
2001-01-12,1800.81,181.54,217.12,256.5269,263.7
2001-01-16,1802.14,178.8,220.92,260.8195,264.45
2001-01-17,1802.52,180.86,219.63,261.2457,263.5
2001-01-18,1804.27,183.43,219.89,259.5206,264.9
2001-01-19,1802.09,184.66,216.7,256.5361,264.9
2001-01-22,1806.25,188.48,218.11,259.7573,266.15
2001-01-23,1816.8,192.11,218.55,262.1943,266.1
2001-01-24,1816.58,194.43,219.48,263.7886,264.25
2001-01-25,1821.38,198.02,220.98,264.8536,264.9
2001-01-26,1816.79,197.54,219.65,261.2187,263.55
2001-01-29,1820.22,197.97,217.96,265.8205,262.85
2001-01-30,1830.8,195.75,221.75,266.2689,264.95
2001-01-31,1827.37,194.83,223.12,269.2784,264.5
2001-02-01,1826.09,192.94,226.1,267.7142,267.65
2001-02-02,1820.29,195.23,225.68,261.4348,266.7
2001-02-05,1818.87,198.13,226.87,261.7259,265.45
2001-02-06,1815.25,198.08,226.83,261.0828,262.7
2001-02-07,1808.42,201.64,230.33,261.192,263.15
2001-02-08,1801.37,204.34,231.35,257.5371,262.95
2001-02-09,1786.09,207.16,231.11,252.9028,259.9
2001-02-12,1789.15,205.38,232.01,258.5668,261.1
2001-02-13,1787.12,206.01,231.62,260.666,260.75
2001-02-14,1791.13,205.15,227.27,259.2552,260.25
2001-02-15,1794.89,202.93,226.99,260.5299,258.55
2001-02-16,1790.67,204.91,230.46,257.2457,257.45
2001-02-20,1788.4,205.44,232.97,256.4084,256.25
2001-02-21,1776.47,205.22,229.05,249.3136,257.5
2001-02-22,1759.89,204.08,227.04,247.1676,258.85
2001-02-23,1768.34,200.71,224.41,245.8533,260.45
2001-02-26,1782.61,202.27,223.79,253.6561,263.2
2001-02-27,1789.62,202.87,225.29,252.7185,268.3
2001-02-28,1797.19,201.24,225.77,248.3887,266.7
2001-03-01,1813.25,202.18,224.41,244.8843,266.35
2001-03-02,1824.9,203.81,225.44,243.5794,263.1
2001-03-05,1821.72,204.05,224.26,244.1853,262.5
2001-03-06,1823.85,203.87,221.92,249.5527,261.85
2001-03-07,1828.25,206.53,223.58,252.2515,260.65
2001-03-08,1831.68,208.09,228.14,254.3133,263.65
2001-03-09,1827.43,205.54,227.23,250.8426,269.8
2001-03-12,1816.43,199.26,223.03,238.2974,272.5
2001-03-13,1815.43,196.39,220.04,239.333,269.3
2001-03-14,1805.1,193.18,216.11,234.4653,263.85
2001-03-15,1796.84,197.67,215,238.2464,262.05
2001-03-16,1791.02,194.14,215.16,233.5423,260.7
2001-03-19,1805.59,194.21,214.62,236.686,260.55
2001-03-20,1800.38,194.36,212.11,233.9147,261.55
2001-03-21,1784.39,189.93,208.17,230.3393,262
2001-03-22,1774.68,182.41,206.22,224.4469,261.15
2001-03-23,1777.01,185.01,207.22,228.0966,262.85
2001-03-26,1803.91,192.53,208.33,233.756,262.2
2001-03-27,1800.12,195.36,213.08,239.7983,262
2001-03-28,1785.47,194.63,212.48,235.0579,260.15
2001-03-29,1794.5,195.21,211.12,236.398,260.15
2001-03-30,1809.02,199.51,213.79,236.7704,257.7
2001-04-02,1812.95,199.9,212.89,233.309,255.95
2001-04-03,1793.64,197.79,208.83,224.7865,257.1
2001-04-04,1791.24,195.41,210.83,226.9004,259.45
2001-04-05,1811.71,196.43,210.61,236.5365,258.1
2001-04-06,1787.58,190.01,208.56,235.2153,258.8
2001-04-09,1794.57,194.54,207.29,234.949,259
2001-04-10,1795.73,201.55,207,238.4693,256.65
2001-04-11,1766.03,200.87,203.93,237.0245,257.7
2001-04-12,1769.44,200.27,205.81,238.1633,259.25
2001-04-16,1766.59,203.59,207.32,238.3408,259.25
2001-04-17,1786.98,208.24,207.87,240.252,260.55
2001-04-18,1807.83,207.7,206.05,257.7524,258.85
2001-04-19,1809.53,203.44,207.93,258.7881,263.1
2001-04-20,1805.68,202.15,206.2,256.0199,263.85
2001-04-23,1801.94,206.54,206.59,253.5744,262.6
2001-04-24,1800.34,207.52,205.46,248.1933,263.4
2001-04-25,1807.52,207.86,209.82,252.7203,263.5
2001-04-26,1827.18,211.13,210.74,255.6618,263.5
2001-04-27,1847.03,210.56,213.22,258.7731,264.6
2001-04-30,1848.88,210.96,211.85,257.0331,263.15
2001-05-01,1853.72,210.48,216.91,262.2532,264
2001-05-02,1842.73,205.74,215.15,262.5599,263.95
2001-05-03,1842.3,203.18,214.46,259.3836,266.4
2001-05-04,1839.58,205.53,216.37,261.8231,266.6
2001-05-07,1832.81,203.5,215.96,260.3753,266.6
2001-05-08,1831.25,200.89,214.78,259.3029,265.2
2001-05-09,1832.92,204.29,214.99,257.7656,267.85
2001-05-10,1831.1,203.85,216.01,263.4619,268.45
2001-05-11,1834.01,205.07,214.55,263.2791,269.05
2001-05-14,1837.5,206.32,214.78,263.342,268.35
2001-05-15,1843.82,203.24,213.51,260.9931,266.6
2001-05-16,1856.25,204.42,218.97,266.5504,270.9
2001-05-17,1863.89,204.01,216.94,270.123,274
2001-05-18,1871.85,207.47,216.92,270.9151,273
2001-05-21,1878.29,208.94,215.51,277.1773,291.25
2001-05-22,1889.2,208.7,212.99,276.9351,284.15
2001-05-23,1898.82,209.51,214.01,271.7944,283.15
2001-05-24,1909.34,207.73,215.29,272.58,286.05
2001-05-25,1907.66,203.06,214.06,268.8305,276.25
2001-05-29,1904.07,201.14,216.23,265.5256,275.75
2001-05-30,1889.32,200.81,216.03,262.773,271
2001-05-31,1893.93,203.44,215.65,264.0764,267.5
2001-06-01,1899.55,201.21,215.51,264.4296,265.4
2001-06-04,1907.97,200.73,215.58,263.2912,266.5
2001-06-05,1917.56,196.13,216.34,266.2051,265.7
2001-06-06,1921.3,193.98,214.92,264.0786,265.5
2001-06-07,1924.76,192.15,214.34,265.4202,266.1
2001-06-08,1919.97,193.96,213.48,263.9785,267
2001-06-11,1936.9,196.86,212.34,262.9071,268.5
2001-06-12,1954.8,197.15,213.99,263.4719,269.9
2001-06-13,1959.98,192.25,212.71,261.8183,271.95
2001-06-14,1958.1,186.31,210.88,257.4311,272.4
2001-06-15,1958.16,189.18,207.87,255.1439,272.2
2001-06-18,1967.38,188.03,206.38,254.5475,272
2001-06-19,1963.66,189.74,206.25,255.8805,273.4
2001-06-20,1979.29,187.77,208.19,261.086,271.5
2001-06-21,1982.26,181.84,209.59,267.0259,271.7
2001-06-22,1972.15,183.99,208.46,262.8328,273.3
2001-06-25,1968.07,182.14,207.33,260.2216,272.9
2001-06-26,1986.51,183.39,208.06,257.9133,274
2001-06-27,1982.38,185.58,206.97,256.8021,274.8
2001-06-28,1994.07,186.34,209.66,259.4871,269.5
2001-06-29,2006.12,186.9,208.55,259.9792,270.6
2001-07-02,2007.64,187.18,210.59,262.5423,268.35
2001-07-03,2008.69,187.28,210.11,261.9264,268.5
2001-07-05,2006.34,189.67,208.51,257.513,266.3
2001-07-06,2001.39,190.92,207.04,250.7796,265.1
2001-07-09,1979.85,192.09,206.94,252.1493,266.1
2001-07-10,1969.24,193.46,206.49,249.376,267.45
2001-07-11,1960.96,190.55,207.69,250.4707,267.55
2001-07-12,1972.6,189.02,206.73,258.6443,266.3
2001-07-13,1979.94,188.04,206.81,260.9355,266.35
2001-07-16,1978.02,188.32,207.57,260.8864,268.25
2001-07-17,1990.03,187.67,209.57,262.298,267.6
2001-07-18,1992.41,185.77,210.77,257.309,268.55
2001-07-19,1995.21,185.61,210.98,257.1286,270.3
2001-07-20,1991.41,181.17,211.02,257.9845,269.7
2001-07-23,1982.97,176.04,207.79,252.9799,268.7
2001-07-24,1973.39,168.35,206.45,250.3748,268.75
2001-07-25,1974.81,173.63,208.84,255.6448,268.4
2001-07-26,1980.37,178.02,208.47,259.4162,267.5
2001-07-27,1977.77,178.27,207.06,259.2406,266.15
2001-07-30,1963.18,179.1,207.6,259.7044,266.3
2001-07-31,1965.81,178.08,210.02,260.7304,265.9
2001-08-01,1978.73,179.71,208.31,260.1666,267.35
2001-08-02,1987.52,182.16,210.2,263.0081,267
2001-08-03,1994.45,181.94,209.36,261.2016,267.85
2001-08-06,2000.63,176.97,208.25,257.5547,267.2
2001-08-07,2007.85,176.73,209.08,258.8909,266.45
2001-08-08,2013.48,171.64,208.39,255.6583,266.4
2001-08-09,2017.11,173.43,209.33,254.6344,270
2001-08-10,2036.45,174.41,210.62,254.1942,275.8
2001-08-13,2035.41,172.53,210.84,251.2366,275.6
2001-08-14,2048,173.26,211.48,248.405,274.5
2001-08-15,2064.49,171.14,212.82,246.1017,275.35
2001-08-16,2070.27,170.89,214.6,246.9127,275.9
2001-08-17,2074.73,170.29,214.78,242.7861,277.45
2001-08-20,2085.93,170.9,218.03,244.8181,276.65
2001-08-21,2101.02,170.92,217.65,241.078,276.3
2001-08-22,2101.88,172.61,218.98,241.6321,275.85
2001-08-23,2102.62,173.34,220.83,240.7482,274.85
2001-08-24,2086.35,174.46,221.84,246.8414,272.8
2001-08-27,2092.39,176.42,220.91,245.0159,272.8
2001-08-28,2085.49,176.6,219.08,241.3654,271.05
2001-08-29,2068.94,175.8,217.68,237.1319,272.85
2001-08-30,2048.45,172.56,219.26,229.9408,272.3
2001-08-31,2044,172.46,218.53,233.0246,273
2001-09-04,2039.87,173.59,221.22,234.916,272.3
2001-09-05,2035.65,171.03,223.64,232.9,271.3
2001-09-06,2012.99,170.11,221.11,224.9699,272.05
2001-09-07,1994.17,170.6,219.67,215.6632,273.6
2001-09-10,1989.04,169.4,220.8,215.9684,271.5
2001-09-17,1918.69,165.48,220.17,,293.25
2001-09-18,1937.55,162.07,219.7,194.7801,289.4
2001-09-19,1916.41,158.56,217.24,195.6052,288.1
2001-09-20,1873.04,160.08,212.33,193.817,288.5
2001-09-21,1842.89,157.32,204.42,185.7029,292.5
2001-09-24,1859.07,156.51,208.59,185.752,288.2
2001-09-25,1885.06,154.92,210.41,196.9006,288
2001-09-26,1910.54,147.93,209.57,197.8456,291.45
2001-09-27,1927.7,146.3,213.18,196.8332,289.8
2001-09-28,1958.02,152.15,214.05,198.4166,293.1
2001-10-01,1957.05,153.26,213.43,203.4366,290.6
2001-10-02,1943.18,157.43,215.04,201.6572,291.65
2001-10-03,1910.28,162.67,214.91,206.5598,290.1
2001-10-04,1936.38,163.44,212.8,214.0098,290.35
2001-10-05,1927.68,163.82,214.92,210.8667,291.2
2001-10-08,1929.58,163.45,214.26,211.5237,291.85
2001-10-09,1935.64,161.13,214.63,206.0325,290
2001-10-10,1946.8,163.84,217.03,205.8304,287.15
2001-10-11,1967.25,164.49,215.23,212.2388,281.85
2001-10-12,1961.34,163.94,212.67,219.5457,281.8
2001-10-15,1974.11,162.33,211.87,216.7271,281.85
2001-10-16,1951.75,165.63,211.46,216.6667,281.1
2001-10-17,1939.75,164.07,210.16,217.8815,281.6
2001-10-18,1923.11,159.01,211.43,210.9078,281
2001-10-19,1908.25,161.32,214.45,208.8676,279.15
2001-10-22,1881.06,159.32,216.69,211.8875,275.9
2001-10-23,1880.76,156.19,215.64,213.6188,276.05
2001-10-24,1860.73,150.64,214.86,215.2522,275.5
2001-10-25,1866.94,154.06,215.86,213.4023,276.7
2001-10-26,1866.47,153.04,217.12,215.8727,277.25
2001-10-29,1875.72,153,214.76,217.4569,278.6
2001-10-30,1872.38,150.12,213.2,210.2554,280.4
2001-10-31,1888.33,151.43,212.7,205.4718,278.75
2001-11-01,1918.88,151.22,215.83,208.0684,280.6
2001-11-02,1901.72,148.21,217.37,213.0262,279.9
2001-11-05,1904.39,152.23,218.51,215.4712,278.25
2001-11-06,1931.39,152.35,219.6,220.2118,278.95
2001-11-07,1925.51,150,219.32,224.7056,280.3
2001-11-08,1934.08,153.39,216.94,222.2775,279.95
2001-11-09,1924.29,154.35,217.19,225.2289,277.15
2001-11-12,1932.12,155.21,217.08,226.1416,280
2001-11-13,1952.92,157.03,218.48,225.3392,276.5
2001-11-14,1965.42,153.65,220.12,231.7417,278.25
2001-11-15,1985.34,150.96,220.99,236.1455,275.45
2001-11-16,1986.35,151.52,220.79,238.149,274.5
2001-11-19,1989.82,150.63,220.28,235.357,273.6
2001-11-20,1980.21,151.91,219.73,240.3873,272.95
2001-11-21,1987.79,148.62,218.46,236.979,272.8
2001-11-23,1998.08,149.76,219.79,234.5805,273.1
2001-11-26,1993.15,148.12,218.81,237.7358,272.6
2001-11-27,1988.76,148.69,216.03,239.6594,273.3
2001-11-28,1992.13,142.81,214.66,236.619,274.4
2001-11-29,2003.79,143.4,216.77,233.4163,274.8
2001-11-30,2002.31,142.61,217.31,233.5943,275.5
2001-12-03,1990.86,140.72,216.91,236.2206,276.35
2001-12-04,2016.7,143.76,217.29,232.8009,276.6
2001-12-05,2031.58,144.24,217.65,236.3439,275
2001-12-06,2044.69,142.35,215.09,245.1378,274.55
2001-12-07,2048.25,144.47,214.43,244.03,274.1
2001-12-10,2033.23,140.95,213.24,240.2019,272.65
2001-12-11,2042.34,136.31,211.24,233.6912,272.2
